name,birth_date,death_date
Haim G Ginott,1922-08-05,1973-11-04
Riccardo Ferri,1963-08-20,None
Virgil McCroskey,1876-10-05,1970-09-14
Luigi Meneghello,1922-02-16,2007-06-26
Ben Steel,1975-10-09,None
Carlos Caszély,1950-07-05,None
Michael D C Drout,1968-05-03,None
Randy Veres,1965-11-25,2016-11-13
Bruce Seton,1909-05-29,1969-09-28
Francis D Nichol,1897-02-14,None
Merve Boluğur,1987-09-16,None
Vern Ruhle,1951-01-25,2007-01-20
Anton Pein,1967-05-09,None
Kaycee Stroh,1984-05-29,None
Marco Cornez,1957-10-15,None
Mario Osbén,1955-07-14,None
Jessica Delfino,1976-06-08,None
Oscar Wirth,1955-11-05,None
Simen Østensen,1984-08-04,None
Jeff Cross (American football),1966-03-25,None
Gustavo Moscoso,1955-08-10,None
David Linarès,1975-10-05,None
Miguel Ángel Gamboa,1951-06-21,None
Lizardo Garrido,1957-08-25,None
Big Dee Irwin,1932-07-06,1995-08-27
René Valenzuela,1955-04-20,None
Junichi Hirokami,1958-05-05,None
Vencie Glenn,1964-10-26,None
Vladimir Bigorra,1954-08-09,None
Peter Fill,1982-11-12,None
Rudolfo Dubó,1953-09-11,None
Darius A Monsef IV Bubs,1981-09-26,None
Miguel Ángel Neira,1952-10-09,None
Manny Rojas,1954-06-13,None
Francis Brennan,1894-05-07,1968-07-02
Arijan Komazec,1970-01-23,None
Luis Santibáñez,1936-02-07,2008-09-05
Denise Karbon,1980-08-16,1980-08-16
John Rutherfoord,1792-12-06,1866-08-03
Ron Wilson,2020-02-16,None
Ebba Johanna Birgitta Hultkvist,1983-09-26,None
Matt Whiteside,1967-08-08,None
Adrie van Kraay,1953-08-01,None
Samuel Fröler,1957-03-24,None
Abdul Salam Azimi,1936-11-09,None
Jan Poortvliet,1955-09-21,None
Herbert Rudley,1910-03-22,2006-09-09
Dick Schoenaker,1952-11-30,None
Mike Skinner,1979-11-27,None
Isolde Kostner,1975-03-20,None
José Velásquez,1952-06-04,None
Bruno Pereirinha,1988-03-02,None
Hugo Sotil,1946-05-18,None
Krishan Niranjan,1908-09-01,2000-01-31
Ji Xiao an,1957-08-01,None
Kyle Cumiskey,1986-12-02,None
Stanley Eric Reinhart,1893-09-15,1975-06-04
Percy Rojas,1949-09-16,None
Don Steinbrunner,1932-04-05,1967-07-20
Nina Tapio,1972-02-24,None
Jim Shannon,1955-03-25,None
Georg Alexander,1921-08-21,1996-01-26
Amanda Wilson,1980-04-13,None
Wolfgang Bahro,1960-09-18,None
Armand Beauvais,1783-09-06,1843-11-18
Jani Toivola,1977-11-27,None
Nelson McCausland,1951-08-15,None
Toby Hemingway,1983-05-28,None
Borwin,1956-06-10,None
Will Cunnane,1974-04-24,None
"Willie Hay, Baron Hay of Ballyore",1950-04-16,None
Albert Kapengut,1944-07-04,None
Elena Tatarkova Feltham Олена Tатаркова,1976-08-22,None
Éric Aubijoux,1964-12-08,2007-01-20
Gerald McNeil,1962-03-27,None
Walter Scott Elliot,1895-10-09,1977-12-14
John Rothman,1949-06-03,None
Reid Shelton,1924-10-07,1997-06-08
Julia Sanderson,1887-08-27,1975-01-27
Martin John Amos,1941-12-08,None
John Michael King,1926-05-13,2008-08-17
Jandhyala,1951-01-14,2001-06-19
Sidney Robertson Cowell,1903-06-02,1995-02-23
Jack Hallett,1914-11-13,1982-06-11
J V Somayajulu,1928-06-30,2004-04-24
David Leckie,1951-02-14,None
Robert F Marx,1936-12-08,2019-07-04
James Stansfield,1978-09-18,None
Larry Brunson,1949-08-11,None
Henri Tajfel,1919-06-22,1982-05-03
Consuelo Ynares Santiago,1939-10-05,None
Salman Hashimikov,1953-05-04,None
Mike Chevalier,1943-08-14,2006-06-12
Ray Moore,1942-01-02,1989-01-11
Gabi Ashkenazi,1954-02-25,None
Regina Carrol,1943-05-02,1992-11-04
Ted Vasin,1966-04-11,None
Walter Alexander Riddell,1881-08-05,1963-07-27
Ralph Hyde,1939-03-25,2015-06-05
Cristina Mittermeier,1966-11-26,None
Graham Lintott,1955-03-29,None
Leonardo A Quisumbing,1939-11-06,None
Allan Stomann,1943-11-09,None
Randy Martz,1956-05-28,None
Walter Herbert Withers,1854-10-22,1914-10-13
Sir Biren Mookerjee,1899-02-14,1982-11-04
Dina Al Sabah,1974-02-28,None
William A. Hammond,1828-08-28,1900-01-05
Mark Smith,1967-04-10,None
Dean Downing,1975-01-24,None
Hugo Hovenkamp,1950-10-05,None
Stanley Hornbeck,1883-05-04,1966-12-12
Mark Thompson (baseball),1971-04-07,None
Frederick Marshall,1902-06-06,1975-05-17
Frederick M. Davenport,1866-08-27,1956-12-26
James Field (criminal),1714-11-09,1751-02-11
Wilfred Lau,1976-08-13,None
Preeti Desai,1981-09-29,None
John Bell,1962-04-14,None
Hamish Haynes,1974-03-05,None
George I,1547-09-10,1596-02-07
James Allan,1860-09-11,1934-09-02
Mark Glendinning,1970-04-02,None
Jon Costas,1957-05-14,None
Eunice Carter,1899-07-16,1970-01-25
Vivien Endicott Douglas,1990-12-10,None
Risa Shimamoto,1987-08-29,None
Bernhard Wise,1858-02-10,1916-09-19
Anna D Shapiro,1966-03-10,None
Rusty Russell,1973-01-18,None
Mohammed Hanif,1964-11-09,None
Sue Randall,1935-10-08,1984-10-26
Richard J. Tonry,1893-09-30,1971-01-17
Thomas Pridgen,1983-11-23,None
Tyson Craiggs,1981-08-08,None
Aaron Norris,1951-11-23,None
Florence Goodenough,1886-08-06,1959-04-04
Griffin House,1980-04-21,None
Kent Kramer,1944-07-21,None
Arne Domnerus,1924-12-20,2008-09-02
Jeff Newman,1944-02-04,None
Gustav Herglotz,1881-02-02,1953-03-22
Ted Dunbar,1937-01-17,1998-05-29
Brad Gillis,1957-06-15,None
Jerry Doggett,1916-09-14,1997-07-07
Carl Hagenbeck,1844-06-10,1913-04-14
Atsushi Tsuruyama,1981-08-31,None
Matt Carmichael,1981-04-21,None
Cheung Chi Doy,1941-03-30,None
Dan Radakovich,1958-06-09,None
Rubén Procopio,1961-11-21,None
Anadish Kumar Pal,1963-11-09,None
Hiram Gill,1866-08-23,1919-01-07
Pavel Luspekayev,1927-04-20,1970-04-17
Matt Vanda,1978-10-16,None
The Lord Ashcombe,1899-01-26,1962-10-28
Karl von Oberkamp,1893-10-30,1947-05-04
Üzeyir Garih,1929-11-09,2001-08-25
Juan Báez,1935-04-14,None
Eoin Cameron,1951-01-04,2016-06-23
Hans Ooft,1947-06-27,None
Michael Aničić,1974-10-18,None
Barbara Christian,1943-12-12,2000-06-25
Robert Zebelyan,1984-03-31,None
Rod Foster,1960-10-10,None
Carlo Fruttero,1926-09-19,2012-01-15
James Hind,1616-11-09,1652-11-09
Marek Ostrowski,1959-11-22,2017-03-06
Ekhlasuddin Ahmed,1940-12-15,2014-12-24
John R. Burke,1924-12-07,1993-08-07
Markus Kronthaler,1967-04-05,2006-07-08
Ambreen Butt,1969-11-09,None
Joseph Papin,1825-12-14,1862-02-23
Arthur W Hummel Sr,1884-03-06,1975-03-10
Deepak Parashar,1952-04-02,None
Teoman,1967-11-20,None
Sun Feifei 孙菲菲,1981-02-21,None
Robert Harris,1830-07-29,1894-04-21
Seren Serengil,1971-04-06,None
Brian Welsh,1969-02-23,None
Francis,1981-12-17,None
Raúl Medina,1983-03-10,None
Frank Cooper,1938-11-09,None
Parijat,1937-11-09,1993-11-09
Hendrik Merkus de Kock,1779-05-25,1845-04-12
Christopher Samba,1984-03-28,None
The Baroness Darcy de Knayth,1938-07-10,2008-02-24
William Elmer Evans,1877-12-14,1959-11-12
Romain Gasmi,1987-02-15,None
Orphy Robinson,1960-10-13,None
John Steven McGroarty,1862-08-20,1944-08-07
Feridun Düzağaç,1968-10-10,None
John W Longyear,1820-10-22,1875-03-10
Stéphane Cassard,1972-11-11,None
George Elmer Outland,1906-10-08,1981-03-02
Kevin Gameiro,1987-05-09,None
Jean Christophe Vergerolle,1985-07-12,None
David Papys M Bodji,1984-07-13,None
Boris Boro Bračulj,1939-08-04,2019-07-26
Pascal Camadini,1972-04-02,None
Brayton Ives,1840-08-23,1914-10-22
Régis Gurtner,1986-12-08,None
Quentin Othon,1988-03-27,None
Josip Zemko,1946-03-13,2017-04-11
Ernest K Bramblett,1901-04-25,1966-12-27
Justin Leroy Johnson,1888-04-08,1961-03-26
Norman Korpi,1967-03-06,None
Howard Elliott,1860-12-06,1928-07-08
Maksim Gruznov,1974-04-21,None
Allan Wu,1972-06-11,None
Aaron E Wasserman,1920-10-11,2015-07-05
The Lord Elphinstone,1980-04-14,None
Irene Epple,1957-06-18,None
Aleksandr Zhirov (alpine skier),1958-09-12,1983-05-18
Michael Tierney (Gaelic footballer),1986-11-09,None
Jamie Fullarton,1974-07-20,None
Maya Moore,1989-06-11,None
Jane Winton,1905-10-10,1959-09-22
Marvin Austin,1989-01-01,None
Jimmy Hill,1935-10-31,1935-10-31
Tetsurō Amino,1955-10-10,None
Brad Coleman,1988-02-26,None
Laura Osswald,1982-03-08,None
Jussiê,1983-09-19,None
Isabelle Lendl,1991-07-29,1991-07-29
Vladilen Mashkovtsev,1929-09-26,1997-04-24
Juan Felipe Herrera,1948-12-27,None
Frank Kurtz,1911-09-11,1996-10-31
Charles Eugene Denney image,1965-01-18,1965-01-18
Jørgen Kristensen,1946-12-12,None
Katherine Austen,1629-11-09,None
Felipe Ramos Rizo,1963-03-10,None
Constantinos Makrides,1982-01-13,None
Alice Ripley,1963-12-14,None
Roy Contout,1985-02-11,None
Matteo Rosselli,1578-08-10,1650-01-18
Louis Wilson Menk,1918-04-08,1999-11-27
Dino Djiba,1985-12-20,None
Allan Hansen,1956-04-21,None
Dai Astley,1909-10-11,1989-11-07
Babacar Gueye,1986-03-02,None
Charlie Athersmith,1872-05-10,1910-09-18
Juan García Granero,1981-04-26,None
Jorge Luque,1981-03-08,None
Charley Hoffman,1976-12-27,1976-12-27
Mike Relm,1978-03-12,None
Salvatore Bagni,1956-09-25,None
Daniel Rapine,1768-06-11,1826-07-29
Maj Britt Nilsson,1924-12-11,2006-12-19
Neil Wiseman,1934-05-19,1995-06-13
Glenn Hawker,1961-03-17,None
Barbara Godard,1942-11-09,None
Hamada Helal,1980-03-20,None
Rienk B Kuiper,1886-11-09,1966-11-09
Steve Spagnuolo,1959-12-21,None
Richard Darbois,1951-12-07,None
Jānis Lipke,1900-02-01,1987-05-14
Brittany Curran,1990-06-02,None
Arnob,1978-01-27,None
"Jan David Simon, 3rd Viscount Simon",1940-07-20,None
John Hiemenga,1877-11-09,1974-11-09
Stephen Moutray,1959-02-25,None
Kuldip Singh Chandpuri,1940-11-22,None
Fernando Teté Quiroz,1968-06-19,None
Connie Brockway,1954-12-16,None
Cynthia Daniel,1976-03-17,None
Peter Sendel,1972-03-06,None
George Ennis,1953-02-09,None
Helen Lindroth,1874-12-03,1956-10-05
Jim Rotondi,1962-08-28,None
Alex Easton,1969-05-19,None
Jack Higgins (RAF officer),1875-09-01,1948-06-01
Chris Dieterich,1958-07-27,None
George F. Brock,1872-10-18,1914-10-12
Jill Barnett,2020-06-17,None
Binyomin Beinush Finkel,1911-11-09,1911-11-09
Edward Knoblock,1874-04-07,1945-07-19
John Bonham Carter,1788-09-22,1838-02-17
Susan Patron,1948-11-09,None
D Stephen Long,1960-01-31,None
Caesar Carpentier Antoine,1836-11-09,None
Birger Eriksen,1875-11-17,1958-07-16
Jeff Morris,1964-02-24,None
Susan Elizabeth Phillips,1948-12-11,None
Paul Boesch,1912-10-12,1989-03-07
George Robinson (Northern Ireland politician),1941-05-30,None
Gro Sandvik,1942-10-02,None
The Marchioness of Salisbury,1827-11-09,1899-11-20
Ljube Boškoski,1960-10-24,None
Brian Eklund,1980-05-24,None
Gino Brito,1941-05-18,None
Luis Álamos,1923-12-25,1983-06-26
Jim Turner,1945-03-19,1999-03-28
Alan Curtis,1954-04-16,None
J D Barnett,1944-01-10,None
Vladislao Cap,1934-07-05,1982-09-14
Arthur Chadwick,1875-07-31,1936-03-21
Berwyn Jones,1940-02-13,2007-01-11
Jorge Toro,1939-01-10,None
Menachem Mendel Kasherמנחם מנדל כשר,1895-03-07,1983-11-03
Thaddeus C. Sweet,1872-11-16,1928-05-01
Andrea Een,1947-01-22,None
Raúl Ormeño,1958-06-21,None
The Lord Singh of Wimbledon,1932-09-17,None
David Pearce (boxer),1959-05-08,2000-05-20
Dimitrios Psarros,1893-11-09,1944-11-09
Julianna Donald,1964-01-01,None
Jacques Dupré,1773-02-12,1846-09-14
Guillaume Quellier,1986-06-25,None
Reynald Lemaître,1983-06-28,None
Mike Goff (American football),1976-01-06,None
Joachim Persson,1983-05-23,None
Alexandre Raineau,1986-06-21,None
Diana Jones (singer-songwriter),1965-11-09,None
Hillman Curtis,1961-02-24,2012-04-18
Junnosuke Schneider,1977-05-22,None
Vijay Seshadri,1954-02-13,None
Bob Barron,1921-01-13,None
C E Wynn Williams,1903-03-05,1979-08-30
Louis McHenry Howe,1871-01-14,None
"Thomas Hay, 9th Earl of Kinnoull",1710-07-04,1787-12-27
Tom Rust,1941-07-21,None
Gerhard Schmidhuber,1894-04-09,1945-02-11
Ian Wright,1972-03-10,None
Fitz Lee (Medal of Honor),1866-06-09,1899-09-14
Henry Samuel Morais,1860-05-13,1935-09-21
Neil Banfield,1962-01-20,None
William H. Thompkins,1872-10-03,1916-09-24
George H. Wanton,1868-05-15,1940-11-27
Jerzy Antczak,1929-12-25,None
Russell E. Dougherty,1920-11-15,2007-09-07
Robert Penn,1872-10-10,1912-06-08
Trúc Hồ,1964-04-02,None
Dan Lauzon,1988-03-30,None
Antonio Nachura,1941-06-13,None
M K Hobson,1969-01-21,None
Jonatan Valle,1984-12-30,None
Joseph Eve (politician),1784-07-17,1843-06-16
Carlos Polk,1977-02-22,None
Peter Graham,1975-08-05,None
Don Hurst,1905-08-12,1952-12-06
Brandon Barash,1979-10-04,None
George A. Gillett,1877-04-23,1956-09-12
Kaitlyn Weaver Andrew Poje,1989-04-12,None
Dean Valli,1983-10-05,None
Felipe Miñambres,1965-04-29,None
Kaitlyn Weaver Andrew Poje,1987-02-25,None
Hans-Ulrich Klose,1937-06-14,None
Derreck Robinson,1982-03-03,None
Renaldo Major,1982-05-07,None
Luc Picard,1961-09-24,None
Cletis Gordon,1983-04-23,None
Mark Wright,1982-02-24,None
William H Hudnut III,1932-10-17,2016-12-18
Steve Gregory (American football),1983-01-08,None
Tatiana Kokoreva Egor Golovkin,1983-12-09,None
Brandon McKinney,1983-08-24,None
Anthony Small,1981-06-20,None
Stagga Lee,1977-07-04,None
Omie Wise,1789-11-09,None
Leander Jordan,1977-09-15,None
Harry C Hatch,1884-04-12,1946-05-08
Tatiana Kokoreva Egor Golovkin,1988-08-01,None
Diana Rennik,1985-03-25,None
Aleksei Saks,1982-05-20,None
Marylin Pla Yannick Bonheur,1984-02-19,None
Canac Bonheur,1982-05-18,None
Nicolas Seube,1979-08-11,None
Rebecca Handke Daniel Wende,1986-10-02,None
Daniel Wende,1984-07-24,None
Frank Doyle,1980-09-08,None
Howard L Lasher,1944-11-09,2007-03-11
Brahim Thiam,1974-02-24,None
Elena Efaieva,1989-06-06,None
Alexei Menshikov,1984-03-11,None
Tatiana Volosozhar Maxim Trankov,1986-05-22,None
Julien Valero,1984-02-23,None
Tatiana Volosozhar Petr Kharchenko,1983-03-02,None
Jim Provenzano,1961-12-06,None
Jūlija Tepliha,1984-06-26,None
Christiane Berger,1987-04-03,None
Kristin Wieczorek,1986-05-02,None
Karen Venhuizen,1984-04-04,None
Martine Zuiderwijk,1984-02-11,None
Terence Stansbury,1961-02-27,None
Andre B. Roman,1795-03-05,1866-01-26
Rebecca Swan,1970-01-19,None
V. Nagaraj,1962-11-20,None
Radka Bártová,1990-07-16,None
Julia Sheremet,1988-06-08,None
Joseph John Jelincic Jr,1948-10-05,None
Isabelle Pieman,1983-09-28,None
Ivana Buzková,1985-03-31,None
Philipp Tischendorf,1988-06-07,None
Adrian Matei,1985-02-25,None
Alper Uçar,1985-01-19,None
Karim El Mourabet,1987-04-30,None
Paul F Knitter,1939-02-25,None
Roger Belanger,1965-12-01,2011-09-16
Douglas Leigh,1907-05-24,1999-12-14
Dick Hillis,1913-02-13,2005-12-14
Javier Fernández,1991-04-15,None
Momar N Diaye,1987-07-13,None
Piara Singh Gill,1911-10-28,2002-03-23
Fadi Afash,1974-01-04,None
Cheikh Gueye,1986-12-30,None
Junior Pelesasa,1980-10-17,None
Joanna Budner,1988-12-27,None
Jan Moscicki,1988-02-06,None
Joos de Momper the Younger,1564-11-09,1635-11-09
Pape Diop,1986-03-19,None
Frances Tustin,1913-10-15,1990-11-09
Shereen Bhan,1976-08-20,None
Sir William Henry Fremantle,1766-12-28,None
Howard Allen,1949-02-10,None
Peter Smit,1961-12-24,2005-08-15
Oscar Baylón Chacón,1929-11-09,2020-08-10
Conrad Phillips,1925-04-13,2016-01-13
Craig McEwan (footballer),1977-10-03,None
Madeleine Sami,1980-05-10,None
Rodney Gould,1943-03-10,None
Robert Connelly,1942-07-15,None
Marc Sinden,1954-05-09,None
Ole Bjur,1968-09-13,None
Abdul Matin,1926-12-03,2014-10-08
Iain Jenkins,1972-11-24,None
Sam Stockley,1977-09-05,None
Albert Rivera,1979-11-15,None
Daniel Löble,1973-02-22,None
The Lord Decies,1743-04-16,1819-09-06
Bertin Tokéné,1975-05-10,None
Keith Moffatt,1935-04-12,None
Alexander Dalgarno,1928-01-05,2015-04-09
Holly Aird,1969-05-18,None
Lance Key,1968-05-13,None
Paul Black,1977-10-30,None
Jenő Fuchs,1882-10-29,1955-03-14
Vincent Doukantié,1977-04-01,None
Peter Ruber,1940-09-29,2014-03-06
Bobby Burke,1907-01-23,1971-02-08
Koly Kanté,1982-11-11,None
Brad Booth,1976-09-20,None
Isseaga Soumah,1974-05-14,None
Stanisław Ostrowski,1892-10-29,1982-11-22
Tony Ensor,1949-08-17,None
Kathryn Cramer,1962-04-16,None
Jimmy Kébé,1984-01-19,None
David H Ahl,1939-11-09,None
Djibril Sidibé,1982-03-23,None
Steve Stenstrom,1971-12-23,None
Reiko Ike,1953-05-25,None
Thomas Lejdström,1962-05-31,None
Hannu Kamppuri,1957-07-01,None
Mikael Örn,1961-11-29,None
Walter Planckaert,1948-04-08,None
André Bernier,1959-05-22,None
Bernie Tormé,1952-03-18,2019-03-17
Mitsuki Koga,1975-01-16,None
Daniel Myrick,1963-09-03,None
"Hugh Cholmondeley, 2nd Baron Delamere",1811-10-03,None
Eric Orner,1965-11-09,None
Dave Martin,1985-06-03,None
The Viscount Eccles,1931-04-20,None
"Hugh Cholmondeley, 3rd Baron Delamere",1870-04-28,1931-11-12
Lou Romano,1972-04-15,None
John Peltz,1861-04-23,1906-02-27
Susumu Kurobe,1939-10-22,None
James Samuel Thomas Stranahan,1808-04-25,1898-09-03
Akiji Kobayashi,1930-09-06,1996-08-27
Masanari Nihei,1940-12-09,None
Connie Saylor,1940-06-03,1993-02-04
Frank Philbrick,1978-05-23,None
Steve Foster,1974-12-03,None
Kristen McMenamy,1964-12-13,None
Mongkol Na Songkhla,1941-01-16,None
Mishaal Al Saeed,1983-07-18,None
Jeremy Hunt,1974-03-12,None
Saleh Al Saqri,1979-01-23,None
Hamad Al Eissa,1982-05-04,None
Abdullah Haidar,1985-03-27,None
Enrico Caviglia,1862-05-04,1945-03-22
René Cattarinussi,1972-04-12,None
Frank Speck,1881-11-08,1950-02-06
Pavel Rostovtsev,1971-09-21,None
Toni Linhart,1942-07-24,2013-05-12
Christian Peter Kryssing,1891-07-07,1976-07-07
George W Stocking Jr,1928-12-28,2013-07-13
Miguel Pereira,1957-04-12,None
Rudrabhatta,1200-11-09,1300-11-09
Omar Sheika,1977-02-20,None
Manuel Antonio Mesones Muro,1862-06-16,1930-10-28
Paul A. W. Wallace,1891-11-09,1967-11-09
Dariush Yazdani,1977-06-02,None
Saman Sorjaturong,1968-08-02,None
Bruce Arians,1952-10-03,None
Zoltan Sarosy,1906-08-23,1906-08-23
Othón Pompeyo Blanco Núñez de Cáceres,1868-03-07,1959-10-18
Milla Davenport,1871-02-04,1936-05-17
Marina and Sergey Dyachenko lang ua Дяченки Марина та Сергій,1945-11-09,None
Wencheng,0628-11-09,0682-11-09
Ian King,1956-04-24,None
John Grim,1867-08-09,1961-07-28
Aloysius R Callaghan,1946-09-15,None
Joan Croydon,1908-05-15,1985-04-23
Dumitru D Roșca,1895-01-29,1980-08-25
Frederick Scherger,1904-05-18,1984-01-16
Barbora Silna Juri Kurakin,1989-01-08,None
Barbora Silná Dmitri Matsjuk,1981-10-04,None
Grethe Grünberg Kristian Rand,1988-12-17,None
Caitlin Mallory Kristjan Rand,1987-06-12,None
Dee Dodson Drell,1947-11-04,None
Nelli Zhiganshina Alexander Gazsi,1987-03-31,None
Alexander Gazsi,1984-10-06,None
Truus van Aalten,1910-08-02,1999-06-27
Janice Knickrehm,1925-06-04,2013-01-23
Erika Giovanna Klien,1900-04-12,1957-07-19
St John O Sullivan,1874-03-19,1933-07-22
Ekaterina Rubleva Ivan Shefer,1985-10-10,None
Ekaterina Rubleva Ivan Shefer,1983-02-19,None
Hamdi Dhouibi,1982-01-24,None
Laura Magitteri Ondrej Hotarek,1988-12-30,None
Anne Charlotte Lynch Botta,1815-11-11,1891-03-23
Dody Dorn,1955-04-20,None
Ernst Christian Friedrich Schering image,1889-12-27,1889-12-27
Ondřej Hotárek,1984-01-25,None
Billy Jones,1983-06-26,None
Jérémy Sorbon,1983-08-05,None
Nāgavarma I,0950-11-09,1015-11-09
Jake Pitler,1894-04-22,1968-02-03
Shareeka Epps,1989-07-11,None
Ronald Squire,1886-03-25,1958-11-16
Jay Carney,1965-05-22,None
Carol Lynn Pearson,1939-12-01,None
Walter Fitzgerald,1896-05-18,1976-12-20
Radovan Krivokapić,1978-08-14,None
Ebrahim Amini,1925-06-30,2020-04-24
Darren Rowse,1972-04-27,None
Johan Harmenberg,1954-09-08,None
Leopoldo Pirelli,1925-11-09,2007-01-23
Antonio Lindbäck,1985-05-05,None
Sardar Yaqoob,1947-01-10,None
Endre Kabos,1906-11-05,1944-11-04
Carlos Olivier,1952-01-26,2007-01-22
Mark Midler,1931-09-24,None
Sherko Haji Rasouli,1980-09-01,None
Monty Fariss,1967-10-13,None
Stephen Rodefer,1940-11-20,2015-08-22
Nico Mattan,1971-07-17,None
Jean Maitron,1910-12-17,None
Max Moore Wilton,1943-01-27,None
Hans Kempin,1913-06-07,1992-11-30
Evan Oliphant,1982-01-08,None
Tyler Hemming,1985-05-09,None
Manolo,1965-01-17,None
Dale Appleby,1986-12-09,None
Walter Kiernan,1902-01-25,1978-01-08
Jane Bryan,1918-06-11,2009-04-08
Jaime Navarro,1967-03-27,None
Darryl Roberts,1983-09-26,None
Kristian House,1979-10-06,None
Matthew Stephens,1970-01-04,None
Joseph Parker,1976-08-23,None
Leonardo da Vinci,1452-04-15,1519-05-02
Preston Estep,1960-11-23,None
Jack Crossland,1852-04-02,1903-09-26
Shea Seals,1975-08-26,None
Jean Luc Mongrain,1951-07-16,None
Alexander Pogrebinsky,1951-01-02,None
Shelley Conn,1976-09-21,None
Jules Barbier,1825-03-08,1901-01-16
Digby Jephson,1871-02-23,1926-01-19
Hideki Matsuoka,1968-03-08,None
David Yermack,1962-12-10,None
Lê Hồng Minh,1978-09-15,None
Lê Công Vinh,1985-12-10,None
Neil Chrisley,1931-12-16,2013-05-18
Phan Văn Tài Em,1982-04-23,None
Eric Darnell,1961-08-21,None
Jose Davis,1978-07-29,None
Dan Mozes,1983-09-15,None
Billy Parker (gridiron football),1981-05-17,None
Shermon Tang,1983-09-27,None
Ted Sator,1949-11-18,None
William Forster,1784-11-09,1854-11-09
Dudley Anthony Guglielmo Sr,1909-04-21,2005-07-30
Marvin Williams,1987-08-12,None
Boo McLee,1983-11-24,2020-04-12
Marvin Elliott,1984-09-15,None
Webster Anderson,1933-07-15,2003-08-30
Harry Barris,1905-11-25,1962-12-13
Nicholas Bell,1958-08-15,None
Samy Mawéné,1984-11-12,None
Teodor Axentowicz,1859-05-13,1938-08-26
Eugene Ashley Jr.,1930-10-12,1968-02-07
Jerod Mixon,1981-05-24,None
Tram Anh Tran,1979-04-17,None
Frederic Seebohm,1833-11-23,1912-02-06
Emperor Xuan of Northern Zhou,0559-11-09,None
Akhtar Shirani اختر ش یرانی,1905-05-04,1948-09-09
Lateaka Vinson,1984-02-13,None
Jacky Wu,1962-09-26,None
South Park Mexican,1970-10-05,None
David Murray Order of Australia AO,1949-04-27,None
Andrew Gross,1952-11-09,None
Bryan Russell,1981-03-22,None
Ross Mathews,1979-09-24,None
Tom Pearce (cricketer),1905-11-03,1994-04-11
St. John Richardson Liddell,1815-09-06,None
Cheynee Stiller,1986-05-03,None
Pierre Méhaignerie,1939-05-04,None
Louis Mermaz,1931-08-20,None
Achille Peretti,1911-06-13,1983-04-14
Addy Lee,1971-05-02,None
Francis Mer,1939-05-25,None
Laurel Massé,1951-12-29,None
Artus Quellinus the Elder,1609-08-30,1668-08-23
Henry Downey,1966-12-27,None
Antun Kovacic,1981-07-10,None
Marie Élisabeth Laville Leroux,1770-03-27,1826-07-23
William Henry Fellowes 2nd Baron de Ramsey,1848-05-16,1925-05-08
Ole Scheeren,1971-01-06,None
